is_bible,book,chapter,verse,text,god_body_relevance,god_body_support_1,god_body_support_2
False,3 Nephi,21,28,"Yea, and then shall the work commence, with the Father among all nations in preparing the way whereby his people may be gathered home to the land of their inheritance.",0.2,0.0,0.3
False,3 Nephi,21,29,"And they shall go out from all nations; and they shall not go out in haste, nor go by flight, for I will go before them, saith the Father, and I will be their rearward.",0.1,0.0,0.2
False,3 Nephi,22,1,"And then shall that which is written come to pass: Sing, O barren, thou that didst not bear; break forth into singing, and cry aloud, thou that didst not travail with child; for more are the children of the desolate than the children of the married wife, saith the Lord.",0.05,0.0,0.1
False,3 Nephi,22,2,"Enlarge the place of thy tent, and let them stretch forth the curtains of thy habitations; spare not, lengthen thy cords and strengthen thy stakes;",0.1,0.0,0.1
False,3 Nephi,22,3,"For thou shalt break forth on the right hand and on the left, and thy seed shall inherit the Gentiles and make the desolate cities to be inhabited.",0.05,0.0,0.1
False,3 Nephi,22,4,"Fear not, for thou shalt not be ashamed; neither be thou confounded, for thou shalt not be put to shame; for thou shalt forget the shame of thy youth, and shalt not remember the reproach of thy youth, and shalt not remember the reproach of thy widowhood any more.",0.05,0.0,0.1
False,3 Nephi,22,5,"For thy maker, thy husband, the Lord of Hosts is his name; and thy Redeemer, the Holy One of Israel—the God of the whole earth shall he be called.",0.5,0.2,0.7
False,3 Nephi,22,6,"For the Lord hath called thee as a woman forsaken and grieved in spirit, and a wife of youth, when thou wast refused, saith thy God.",0.2,0.0,0.5
False,3 Nephi,22,7,"For a small moment have I forsaken thee, but with great mercies will I gather thee.",0.2,0.0,0.3
False,3 Nephi,22,8,"In a little wrath I hid my face from thee for a moment, but with everlasting kindness will I have mercy on thee, saith the Lord thy Redeemer.",0.2,0.0,0.5
False,3 Nephi,22,9,"For this, the waters of Noah unto me, for as I have sworn that the waters of Noah should no more go over the earth, so have I sworn that I would not be wroth with thee.",0.1,0.0,0.1
False,3 Nephi,22,10,"For the mountains shall depart and the hills be removed, but my kindness shall not depart from thee, neither shall the covenant of my peace be removed, saith the Lord that hath mercy on thee.",0.2,0.0,0.3
False,3 Nephi,22,11,"O thou afflicted, tossed with tempest, and not comforted! Behold, I will lay thy stones with fair colors, and lay thy foundations with sapphires.",0.1,0.0,0.1
False,3 Nephi,22,12,"And I will make thy windows of agates, and thy gates of carbuncles, and all thy borders of pleasant stones.",0.05,0.0,0.1
False,3 Nephi,22,13,And all thy children shall be taught of the Lord; and great shall be the peace of thy children.,0.1,0.0,0.2
False,3 Nephi,22,14,"In righteousness shalt thou be established; thou shalt be far from oppression for thou shalt not fear, and from terror for it shall not come near thee.",0.1,0.0,0.1
False,3 Nephi,22,15,"Behold, they shall surely gather together against thee, not by me; whosoever shall gather together against thee shall fall for thy sake.",0.1,0.0,0.1
False,3 Nephi,22,16,"Behold, I have created the smith that bloweth the coals in the fire, and that bringeth forth an instrument for his work; and I have created the waster to destroy.",0.1,0.0,0.1
False,3 Nephi,22,17,"No weapon that is formed against thee shall prosper; and every tongue that shall revile against thee in judgment thou shalt condemn. This is the heritage of the servants of the Lord, and their righteousness is of me, saith the Lord.",0.1,0.0,0.1
False,3 Nephi,23,1,"And now, behold, I say unto you, that ye ought to search these things. Yea, a commandment I give unto you that ye search these things diligently; for great are the words of Isaiah.",0.1,0.0,0.1
False,3 Nephi,23,2,For surely he spake as touching all things concerning my people which are of the house of Israel; therefore it must needs be that he must speak also to the Gentiles.,0.1,0.0,0.1
False,3 Nephi,23,3,"And all things that he spake have been and shall be, even according to the words which he spake.",0.1,0.0,0.1
False,3 Nephi,23,4,Therefore give heed to my words; write the things which I have told you; and according to the time and the will of the Father they shall go forth unto the Gentiles.,0.1,0.0,0.2
False,3 Nephi,23,5,"And whosoever will hearken unto my words and repenteth and is baptized, the same shall be saved. Search the prophets, for many there be that testify of these things.",0.1,0.0,0.2
False,3 Nephi,23,6,"And now it came to pass that when Jesus had said these words he said unto them again, after he had expounded all the scriptures unto them which they had received, he said unto them: Behold, other scriptures I would that ye should write, that ye have not.",0.1,0.0,0.1
False,3 Nephi,23,7,And it came to pass that he said unto Nephi: Bring forth the record which ye have kept.,0.1,0.0,0.1
False,3 Nephi,23,8,"And when Nephi had brought forth the records, and laid them before him, he cast his eyes upon them and said:",0.1,0.0,0.0
False,3 Nephi,23,9,"Verily I say unto you, I commanded my servant Samuel, the Lamanite, that he should testify unto this people, that at the day that the Father should glorify his name in me that there were many saints who should arise from the dead, and should appear unto many, and should minister unto them. And he said unto them: Was it not so?",0.2,0.0,0.3
False,3 Nephi,23,10,"And his disciples answered him and said: Yea, Lord, Samuel did prophesy according to thy words, and they were all fulfilled.",0.1,0.0,0.1
False,3 Nephi,23,11,"And Jesus said unto them: How be it that ye have not written this thing, that many saints did arise and appear unto many and did minister unto them?",0.2,0.0,0.1
False,3 Nephi,23,12,And it came to pass that Nephi remembered that this thing had not been written.,0.0,0.0,0.0
False,3 Nephi,23,13,And it came to pass that Jesus commanded that it should be written; therefore it was written according as he commanded.,0.1,0.0,0.0
False,3 Nephi,23,14,"And now it came to pass that when Jesus had expounded all the scriptures in one, which they had written, he commanded them that they should teach the things which he had expounded unto them.",0.2,0.0,0.3
False,3 Nephi,24,1,"And it came to pass that he commanded them that they should write the words which the Father had given unto Malachi, which he should tell unto them. And it came to pass that after they were written he expounded them. And these are the words which he did tell unto them, saying: Thus said the Father unto Malachi—Behold, I will send my messenger, and he shall prepare the way before me, and the Lord whom ye seek shall suddenly come to his temple, even the messenger of the covenant, whom ye delight in; behold, he shall come, saith the Lord of Hosts.",0.2,0.0,0.5
False,3 Nephi,24,2,"But who may abide the day of his coming, and who shall stand when he appeareth? For he is like a refiner’s fire, and like fuller’s soap.",0.2,0.0,0.1
False,3 Nephi,24,3,"And he shall sit as a refiner and purifier of silver; and he shall purify the sons of Levi, and purge them as gold and silver, that they may offer unto the Lord an offering in righteousness.",0.1,0.0,0.2
False,3 Nephi,24,4,"Then shall the offering of Judah and Jerusalem be pleasant unto the Lord, as in the days of old, and as in former years.",0.1,0.0,0.1
False,3 Nephi,24,5,"And I will come near to you to judgment; and I will be a swift witness against the sorcerers, and against the adulterers, and against false swearers, and against those that oppress the hireling in his wages, the widow and the fatherless, and that turn aside the stranger, and fear not me, saith the Lord of Hosts.",0.1,0.0,0.1
False,3 Nephi,24,6,"For I am the Lord, I change not; therefore ye sons of Jacob are not consumed.",0.2,0.0,0.5
False,3 Nephi,24,7,"Even from the days of your fathers ye are gone away from mine ordinances, and have not kept them. Return unto me and I will return unto you, saith the Lord of Hosts. But ye say: Wherein shall we return?",0.1,0.0,0.2
False,3 Nephi,24,8,Will a man rob God? Yet ye have robbed me. But ye say: Wherein have we robbed thee? In tithes and offerings.,0.1,0.0,0.2
False,3 Nephi,24,9,"Ye are cursed with a curse, for ye have robbed me, even this whole nation.",0.0,0.0,0.0
False,3 Nephi,24,10,"Bring ye all the tithes into the storehouse, that there may be meat in my house; and prove me now herewith, saith the Lord of Hosts, if I will not open you the windows of heaven, and pour you out a blessing that there shall not be room enough to receive it.",0.1,0.0,0.1
False,3 Nephi,24,11,"And I will rebuke the devourer for your sakes, and he shall not destroy the fruits of your ground; neither shall your vine cast her fruit before the time in the fields, saith the Lord of Hosts.",0.05,0.0,0.1
False,3 Nephi,24,12,"And all nations shall call you blessed, for ye shall be a delightsome land, saith the Lord of Hosts.",0.05,0.0,0.1
False,3 Nephi,24,13,"Your words have been stout against me, saith the Lord. Yet ye say: What have we spoken against thee?",0.1,0.0,0.1
False,3 Nephi,24,14,"Ye have said: It is vain to serve God, and what doth it profit that we have kept his ordinances and that we have walked mournfully before the Lord of Hosts?",0.1,0.0,0.0
False,3 Nephi,24,15,"And now we call the proud happy; yea, they that work wickedness are set up; yea, they that tempt God are even delivered.",0.1,0.0,0.0
False,3 Nephi,24,16,"Then they that feared the Lord spake often one to another, and the Lord hearkened and heard; and a book of remembrance was written before him for them that feared the Lord, and that thought upon his name.",0.1,0.0,0.2
False,3 Nephi,24,17,"And they shall be mine, saith the Lord of Hosts, in that day when I make up my jewels; and I will spare them as a man spareth his own son that serveth him.",0.2,0.0,0.5
False,3 Nephi,24,18,"Then shall ye return and discern between the righteous and the wicked, between him that serveth God and him that serveth him not.",0.2,0.0,0.3
False,3 Nephi,25,1,"For behold, the day cometh that shall burn as an oven; and all the proud, yea, and all that do wickedly, shall be stubble; and the day that cometh shall burn them up, saith the Lord of Hosts, that it shall leave them neither root nor branch.",0.05,0.0,0.1
False,3 Nephi,25,2,"But unto you that fear my name, shall the Son of Righteousness arise with healing in his wings; and ye shall go forth and grow up as calves in the stall.",0.1,0.0,0.2
False,3 Nephi,25,3,"And ye shall tread down the wicked; for they shall be ashes under the soles of your feet in the day that I shall do this, saith the Lord of Hosts.",0.05,0.0,0.1
False,3 Nephi,25,4,"Remember ye the law of Moses, my servant, which I commanded unto him in Horeb for all Israel, with the statutes and judgments.",0.1,0.0,0.1
False,3 Nephi,25,5,"Behold, I will send you Elijah the prophet before the coming of the great and dreadful day of the Lord;",0.1,0.0,0.1
False,3 Nephi,25,6,"And he shall turn the heart of the fathers to the children, and the heart of the children to their fathers, lest I come and smite the earth with a curse.",0.1,0.0,0.2
False,3 Nephi,26,1,"And now it came to pass that when Jesus had told these things he expounded them unto the multitude; and he did expound all things unto them, both great and small.",0.1,0.0,0.1
False,3 Nephi,26,2,"And he saith: These scriptures, which ye had not with you, the Father commanded that I should give unto you; for it was wisdom in him that they should be given unto future generations.",0.1,0.0,0.1
False,3 Nephi,26,3,"And he did expound all things, even from the beginning until the time that he should come in his glory—yea, even all things which should come upon the face of the earth, even until the elements should melt with fervent heat, and the earth should be wrapt together as a scroll, and the heavens and the earth should pass away;",0.1,0.0,0.1
False,3 Nephi,26,4,"And even unto the great and last day, when all people, and all kindreds, and all nations and tongues shall stand before God, to be judged of their works, whether they be good or whether they be evil—",0.2,0.0,0.3
False,3 Nephi,26,5,"If they be good, to the resurrection of everlasting life; and if they be evil, to the resurrection of damnation; being on a parallel, the one on the one hand and the other on the other hand, according to the mercy, and the justice, and the holiness which is in Christ, who was before the world began.",0.1,0.0,0.2
False,3 Nephi,26,6,And now there cannot be written in this book even a hundredth part of the things which Jesus did truly teach unto the people;,0.1,0.0,0.1
False,3 Nephi,26,7,But behold the plates of Nephi do contain the more part of the things which he taught the people.,0.0,0.0,0.0
False,3 Nephi,26,8,"And these things have I written, which are a lesser part of the things which he taught the people; and I have written them to the intent that they may be brought again unto this people, from the Gentiles, according to the words which Jesus hath spoken.",0.1,0.0,0.1
False,3 Nephi,26,9,"And when they shall have received this, which is expedient that they should have first, to try their faith, and if it shall so be that they shall believe these things then shall the greater things be made manifest unto them.",0.2,0.0,0.5
False,3 Nephi,26,10,"And if it so be that they will not believe these things, then shall the greater things be withheld from them, unto their condemnation.",0.1,0.0,0.1
False,3 Nephi,26,11,"Behold, I was about to write them, all which were engraven upon the plates of Nephi, but the Lord forbade it, saying: I will try the faith of my people.",0.1,0.0,0.1
False,3 Nephi,26,12,"Therefore I, Mormon, do write the things which have been commanded me of the Lord. And now I, Mormon, make an end of my sayings, and proceed to write the things which have been commanded me.",0.0,0.0,0.0
False,3 Nephi,26,13,"Therefore, I would that ye should behold that the Lord truly did teach the people, for the space of three days; and after that he did show himself unto them oft, and did break bread oft, and bless it, and give it unto them.",0.5,0.0,0.7
False,3 Nephi,26,14,"And it came to pass that he did teach and minister unto the children of the multitude of whom hath been spoken, and he did loose their tongues, and they did speak unto their fathers great and marvelous things, even greater than he had revealed unto the people; and he loosed their tongues that they could utter.",0.1,0.0,0.2
False,3 Nephi,26,15,"And it came to pass that after he had ascended into heaven—the second time that he showed himself unto them, and had gone unto the Father, after having healed all their sick, and their lame, and opened the eyes of their blind and unstopped the ears of the deaf, and even had done all manner of cures among them, and raised a man from the dead, and had shown forth his power unto them, and had ascended unto the Father—",0.5,0.0,0.7
False,3 Nephi,26,16,"Behold, it came to pass on the morrow that the multitude gathered themselves together, and they both saw and heard these children; yea, even babes did open their mouths and utter marvelous things; and the things which they did utter were forbidden that there should not any man write them.",0.1,0.0,0.1
False,3 Nephi,26,17,And it came to pass that the disciples whom Jesus had chosen began from that time forth to baptize and to teach as many as did come unto them; and as many as were baptized in the name of Jesus were filled with the Holy Ghost.,0.1,0.0,0.1
False,3 Nephi,26,18,"And many of them saw and heard unspeakable things, which are not lawful to be written.",0.1,0.0,0.1
False,3 Nephi,26,19,"And they taught, and did minister one to another; and they had all things common among them, every man dealing justly, one with another.",0.1,0.0,0.0
False,3 Nephi,26,20,And it came to pass that they did do all things even as Jesus had commanded them.,0.1,0.0,0.1
False,3 Nephi,26,21,And they who were baptized in the name of Jesus were called the church of Christ.,0.1,0.0,0.2
False,3 Nephi,27,1,"And it came to pass that as the disciples of Jesus were journeying and were preaching the things which they had both heard and seen, and were baptizing in the name of Jesus, it came to pass that the disciples were gathered together and were united in mighty prayer and fasting.",0.2,0.0,0.3
False,3 Nephi,27,2,"And Jesus again showed himself unto them, for they were praying unto the Father in his name; and Jesus came and stood in the midst of them, and said unto them: What will ye that I shall give unto you?",0.5,0.0,0.7
False,3 Nephi,27,3,"And they said unto him: Lord, we will that thou wouldst tell us the name whereby we shall call this church; for there are disputations among the people concerning this matter.",0.0,0.0,0.0
False,3 Nephi,27,4,"And the Lord said unto them: Verily, verily, I say unto you, why is it that the people should murmur and dispute because of this thing?",0.2,0.0,0.1
False,3 Nephi,27,5,"Have they not read the scriptures, which say ye must take upon you the name of Christ, which is my name? For by this name shall ye be called at the last day;",0.1,0.0,0.2
False,3 Nephi,27,6,"And whoso taketh upon him my name, and endureth to the end, the same shall be saved at the last day.",0.1,0.0,0.2
False,3 Nephi,27,7,"Therefore, whatsoever ye shall do, ye shall do it in my name; therefore ye shall call the church in my name; and ye shall call upon the Father in my name that he will bless the church for my sake.",0.2,0.0,0.5
False,3 Nephi,27,8,"And how be it my church save it be called in my name? For if a church be called in Moses’ name then it be Moses’ church; or if it be called in the name of a man then it be the church of a man; but if it be called in my name then it is my church, if it so be that they are built upon my gospel.",0.1,0.0,0.2
False,3 Nephi,27,9,"Verily I say unto you, that ye are built upon my gospel; therefore ye shall call whatsoever things ye do call, in my name; therefore if ye call upon the Father, for the church, if it be in my name the Father will hear you;",0.2,0.0,0.5
False,3 Nephi,27,10,And if it so be that the church is built upon my gospel then will the Father show forth his own works in it.,0.1,0.0,0.2
False,3 Nephi,27,11,"But if it be not built upon my gospel, and is built upon the works of men, or upon the works of the devil, verily I say unto you they have joy in their works for a season, and by and by the end cometh, and they are hewn down and cast into the fire, from whence there is no return.",0.1,0.0,0.1
False,3 Nephi,27,12,"For their works do follow them, for it is because of their works that they are hewn down; therefore remember the things that I have told you.",0.05,0.0,0.1
False,3 Nephi,27,13,"Behold I have given unto you my gospel, and this is the gospel which I have given unto you—that I came into the world to do the will of my Father, because my Father sent me.",0.2,0.0,0.5
False,3 Nephi,27,14,"And my Father sent me that I might be lifted up upon the cross; and after that I had been lifted up upon the cross, that I might draw all men unto me, that as I have been lifted up by men even so should men be lifted up by the Father, to stand before me, to be judged of their works, whether they be good or whether they be evil—",0.3,0.0,0.6
False,3 Nephi,27,15,"And for this cause have I been lifted up; therefore, according to the power of the Father I will draw all men unto me, that they may be judged according to their works.",0.2,0.0,0.5
False,3 Nephi,27,16,"And it shall come to pass, that whoso repenteth and is baptized in my name shall be filled; and if he endureth to the end, behold, him will I hold guiltless before my Father at that day when I shall stand to judge the world.",0.2,0.0,0.5
False,3 Nephi,27,17,"And he that endureth not unto the end, the same is he that is also hewn down and cast into the fire, from whence they can no more return, because of the justice of the Father.",0.1,0.0,0.2
False,3 Nephi,27,18,"And this is the word which he hath given unto the children of men. And for this cause he fulfilleth the words which he hath given, and he lieth not, but fulfilleth all his words.",0.2,0.0,0.5
False,3 Nephi,27,19,"And no unclean thing can enter into his kingdom; therefore nothing entereth into his rest save it be those who have washed their garments in my blood, because of their faith, and the repentance of all their sins, and their faithfulness unto the end.",0.1,0.0,0.2
False,3 Nephi,27,20,"Now this is the commandment: Repent, all ye ends of the earth, and come unto me and be baptized in my name, that ye may be sanctified by the reception of the Holy Ghost, that ye may stand spotless before me at the last day.",0.2,0.0,0.3
False,3 Nephi,27,21,"Verily, verily, I say unto you, this is my gospel; and ye know the things that ye must do in my church; for the works which ye have seen me do that shall ye also do; for that which ye have seen me do even that shall ye do;",0.2,0.0,0.3
False,3 Nephi,27,22,"Therefore, if ye do these things blessed are ye, for ye shall be lifted up at the last day.",0.1,0.0,0.2
False,3 Nephi,27,23,"Write the things which ye have seen and heard, save it be those which are forbidden.",0.1,0.0,0.1
False,3 Nephi,27,24,"Write the works of this people, which shall be, even as hath been written, of that which hath been.",0.0,0.0,0.0
False,3 Nephi,27,25,"For behold, out of the books which have been written, and which shall be written, shall this people be judged, for by them shall their works be known unto men.",0.1,0.0,0.0
False,3 Nephi,27,26,"And behold, all things are written by the Father; therefore out of the books which shall be written shall the world be judged.",0.2,0.0,0.1
False,3 Nephi,27,27,"And know ye that ye shall be judges of this people, according to the judgment which I shall give unto you, which shall be just. Therefore, what manner of men ought ye to be? Verily I say unto you, even as I am.",0.2,0.0,0.5
False,3 Nephi,27,28,"And now I go unto the Father. And verily I say unto you, whatsoever things ye shall ask the Father in my name shall be given unto you.",0.2,0.0,0.5
False,3 Nephi,27,29,"Therefore, ask, and ye shall receive; knock, and it shall be opened unto you; for he that asketh, receiveth; and unto him that knocketh, it shall be opened.",0.1,0.0,0.1
False,3 Nephi,27,30,"And now, behold, my joy is great, even unto fulness, because of you, and also this generation; yea, and even the Father rejoiceth, and also all the holy angels, because of you and this generation; for none of them are lost.",0.1,0.0,0.1
False,3 Nephi,27,31,"Behold, I would that ye should understand; for I mean them who are now alive of this generation; and none of them are lost; and in them I have fulness of joy.",0.1,0.0,0.1
False,3 Nephi,27,32,"But behold, it sorroweth me because of the fourth generation from this generation, for they are led away captive by him even as was the son of perdition; for they will sell me for silver and for gold, and for that which moth doth corrupt and which thieves can break through and steal. And in that day will I visit them, even in turning their works upon their own heads.",0.05,0.0,0.0
False,3 Nephi,27,33,"And it came to pass that when Jesus had ended these sayings he said unto his disciples: Enter ye in at the strait gate; for strait is the gate, and narrow is the way that leads to life, and few there be that find it; but wide is the gate, and broad the way which leads to death, and many there be that travel therein, until the night cometh, wherein no man can work.",0.1,0.0,0.1
False,3 Nephi,28,1,"And it came to pass when Jesus had said these words, he spake unto his disciples, one by one, saying unto them: What is it that ye desire of me, after that I am gone to the Father?",0.2,0.0,0.5
False,3 Nephi,28,2,"And they all spake, save it were three, saying: We desire that after we have lived unto the age of man, that our ministry, wherein thou hast called us, may have an end, that we may speedily come unto thee in thy kingdom.",0.1,0.0,0.1
False,3 Nephi,28,3,"And he said unto them: Blessed are ye because ye desired this thing of me; therefore, after that ye are seventy and two years old ye shall come unto me in my kingdom; and with me ye shall find rest.",0.2,0.0,0.5
False,3 Nephi,28,4,"And when he had spoken unto them, he turned himself unto the three, and said unto them: What will ye that I should do unto you, when I am gone unto the Father?",0.2,0.0,0.5
False,3 Nephi,28,5,"And they sorrowed in their hearts, for they durst not speak unto him the things which they desired.",0.1,0.0,0.0
False,3 Nephi,28,6,"And he said unto them: Behold, I know your thoughts, and ye have desired the thing which John, my beloved, who was with me in my ministry, before that I was lifted up by the Jews, desired of me.",0.1,0.0,0.2
False,3 Nephi,28,7,"Therefore, more blessed are ye, for ye shall never taste of death; but ye shall live to behold all the doings of the Father unto the children of men, even until all things shall be fulfilled according to the will of the Father, when I shall come in my glory with the powers of heaven.",0.1,0.0,0.2
False,3 Nephi,28,8,And ye shall never endure the pains of death; but when I shall come in my glory ye shall be changed in the twinkling of an eye from mortality to immortality; and then shall ye be blessed in the kingdom of my Father.,0.2,0.0,0.5
False,3 Nephi,28,9,"And again, ye shall not have pain while ye shall dwell in the flesh, neither sorrow save it be for the sins of the world; and all this will I do because of the thing which ye have desired of me, for ye have desired that ye might bring the souls of men unto me, while the world shall stand.",0.1,0.0,0.2
False,3 Nephi,28,10,"And for this cause ye shall have fulness of joy; and ye shall sit down in the kingdom of my Father; yea, your joy shall be full, even as the Father hath given me fulness of joy; and ye shall be even as I am, and I am even as the Father; and the Father and I are one;",0.5,0.0,0.7
False,3 Nephi,28,11,"And the Holy Ghost beareth record of the Father and me; and the Father giveth the Holy Ghost unto the children of men, because of me.",0.5,0.0,0.7
False,3 Nephi,28,12,"And it came to pass that when Jesus had spoken these words, he touched every one of them with his finger save it were the three who were to tarry, and then he departed.",0.5,0.0,0.7
False,3 Nephi,28,13,"And behold, the heavens were opened, and they were caught up into heaven, and saw and heard unspeakable things.",0.2,0.0,0.1
False,3 Nephi,28,14,And it was forbidden them that they should utter; neither was it given unto them power that they could utter the things which they saw and heard;,0.1,0.0,0.1
False,3 Nephi,28,15,"And whether they were in the body or out of the body, they could not tell; for it did seem unto them like a transfiguration of them, that they were changed from this body of flesh into an immortal state, that they could behold the things of God.",0.5,0.0,0.7
False,3 Nephi,28,16,"But it came to pass that they did again minister upon the face of the earth; nevertheless they did not minister of the things which they had heard and seen, because of the commandment which was given them in heaven.",0.2,0.0,0.1
False,3 Nephi,28,17,"And now, whether they were mortal or immortal, from the day of their transfiguration, I know not;",0.1,0.0,0.1
False,3 Nephi,28,18,"But this much I know, according to the record which hath been given—they did go forth upon the face of the land, and did minister unto all the people, uniting as many to the church as would believe in their preaching; baptizing them, and as many as were baptized did receive the Holy Ghost.",0.1,0.0,0.1
False,3 Nephi,28,19,"And they were cast into prison by them who did not belong to the church. And the prisons could not hold them, for they were rent in twain.",0.05,0.0,0.1
False,3 Nephi,28,20,"And they were cast down into the earth; but they did smite the earth with the word of God, insomuch that by his power they were delivered out of the depths of the earth; and therefore they could not dig pits sufficient to hold them.",0.1,0.0,0.2
False,3 Nephi,28,21,And thrice they were cast into a furnace and received no harm.,0.0,0.0,0.0
False,3 Nephi,28,22,"And twice were they cast into a den of wild beasts; and behold they did play with the beasts as a child with a suckling lamb, and received no harm.",0.05,0.0,0.1
False,3 Nephi,28,23,"And it came to pass that thus they did go forth among all the people of Nephi, and did preach the gospel of Christ unto all people upon the face of the land; and they were converted unto the Lord, and were united unto the church of Christ, and thus the people of that generation were blessed, according to the word of Jesus.",0.1,0.0,0.2
False,3 Nephi,28,24,"And now I, Mormon, make an end of speaking concerning these things for a time.",0.0,0.0,0.0
False,3 Nephi,28,25,"Behold, I was about to write the names of those who were never to taste of death, but the Lord forbade; therefore I write them not, for they are hid from the world.",0.05,0.0,0.1
False,3 Nephi,28,26,"But behold, I have seen them, and they have ministered unto me.",0.2,0.0,0.3
False,3 Nephi,28,27,"And behold they will be among the Gentiles, and the Gentiles shall know them not.",0.0,0.0,0.0
False,3 Nephi,28,28,"They will also be among the Jews, and the Jews shall know them not.",0.0,0.0,0.0
False,3 Nephi,28,29,"And it shall come to pass, when the Lord seeth fit in his wisdom that they shall minister unto all the scattered tribes of Israel, and unto all nations, kindreds, tongues and people, and shall bring out of them unto Jesus many souls, that their desire may be fulfilled, and also because of the convincing power of God which is in them.",0.1,0.0,0.1
False,3 Nephi,28,30,"And they are as the angels of God, and if they shall pray unto the Father in the name of Jesus they can show themselves unto whatsoever man it seemeth them good.",0.2,0.0,0.5
